"meta";"N_LHS";"size";"kl_dimension";"SI_E";"SI_E_lb";"SI_E_ub";"SI_D";"SI_D_lb";"SI_D_ub";"SI_FP";"SI_FP_lb";"SI_FP_ub";"SI_FN";"SI_FN_lb";"SI_FN_ub"
0.0000000000000000e+00;-1.0000000000000000e+00;1.0000000000000000e+03;2.0200000000000000e+02;-2.2710000000000001e-02;-9.5939999999999998e-02;4.6410000000000000e-02;3.8501999999999997e-01;3.2073000000000002e-01;4.4713999999999998e-01;8.7230000000000002e-02;1.5530000000000000e-02;1.5511000000000000e-01;4.4401000000000002e-01;3.8591999999999999e-01;5.0656000000000001e-01
1.0000000000000000e+00;2.5000000000000000e+01;5.0000000000000000e+04;2.0200000000000000e+02;1.0921442662920364e-03;-9.4844293184777970e-03;1.1901642283564452e-02;4.2459449945931294e-01;2.9125842163965693e-01;5.4673818853684042e-01;-7.5849692324643297e-04;-3.6405770633029361e-03;1.1952524779573960e-03;-7.4764182597708486e-04;-3.6467971717150209e-03;1.2346093915245055e-03
1.0000000000000000e+00;5.0000000000000000e+01;5.0000000000000000e+04;2.0200000000000000e+02;1.2093223292480267e-04;-3.3545770496358949e-03;3.8403664261463469e-03;4.5354033849438025e-01;3.3374674690633543e-01;6.1797264177614408e-01;7.5100584744282840e-03;-3.2414181341848718e-03;2.5292157912869612e-02;7.6298442992843492e-03;-3.1861217373302438e-03;2.5950525060714064e-02
1.0000000000000000e+00;1.0000000000000000e+02;5.0000000000000000e+04;2.0200000000000000e+02;1.1956486959891944e-02;1.9845939698999431e-03;2.2112451521747133e-02;2.8906622434640378e-01;2.8110085121369938e-01;2.9850259171815452e-01;2.5401019592090042e-03;-7.7760878975120943e-03;1.3122227741551116e-02;6.7700335067056749e-01;6.7235580386071447e-01;6.8199256025645072e-01
1.0000000000000000e+00;2.5000000000000000e+01;1.0000000000000000e+03;2.0200000000000000e+02;2.3773306684491378e-02;-7.5156666209607184e-03;1.0559109755794815e-01;9.0312423890309990e-01;1.1479267067709563e-01;1.2452757225394622e+00;8.4651487659261008e-03;-6.3198186570302952e-03;6.7126587358214571e-02;8.4101832254931674e-03;-6.4777319807998966e-03;6.7749521952884015e-02
1.0000000000000000e+00;5.0000000000000000e+01;1.0000000000000000e+03;2.0200000000000000e+02;-1.4146996953576800e-03;-2.5017461136114767e-02;1.9160191235435834e-02;3.4800030886260563e-01;1.7368858990383695e-01;6.3565395614132680e-01;4.5590178389304003e-03;-1.9616341866282437e-02;2.9642936404064069e-02;4.9135701154811766e-03;-1.8353883290182692e-02;2.9515046157119557e-02
1.0000000000000000e+00;1.0000000000000000e+02;1.0000000000000000e+03;2.0200000000000000e+02;-3.5151143947358778e-02;-1.1006099394734409e-01;4.3712271977359954e-02;2.5572290009295695e-01;1.9704917886393322e-01;3.2084818909711577e-01;-4.7506620863041124e-02;-1.2246753382758220e-01;2.9022831056718979e-02;6.4310802772722220e-01;6.0551625690151223e-01;6.8096055950646062e-01
