"meta";"N_LHS";"size";"kl_dimension";"SI_E";"SI_E_lb";"SI_E_ub";"SI_D";"SI_D_lb";"SI_D_ub";"SI_FP";"SI_FP_lb";"SI_FP_ub";"SI_FN";"SI_FN_lb";"SI_FN_ub"
0.0000000000000000e+00;-1.0000000000000000e+00;1.0000000000000000e+03;1.8500000000000000e+02;-1.1089999999999999e-02;-7.1569999999999995e-02;5.7820000000000003e-02;-5.3600000000000002e-03;-6.6619999999999999e-02;6.4820000000000003e-02;4.0988999999999998e-01;3.3605000000000002e-01;4.6761000000000003e-01;5.5589000000000000e-01;4.9376999999999999e-01;6.2304999999999999e-01
1.0000000000000000e+00;2.5000000000000000e+01;5.0000000000000000e+04;1.8500000000000000e+02;1.0529875569508589e-01;-1.7108276577686841e-02;2.3480024208827383e-01;5.3783328134541800e-02;-7.2396100101182930e-03;1.5552383576623155e-01;5.3890552140119100e-03;-6.0866385615461161e-03;2.6606981763869286e-02;5.9950173665956809e-03;-5.7700269110350375e-03;2.7054061300253989e-02
1.0000000000000000e+00;5.0000000000000000e+01;5.0000000000000000e+04;1.8500000000000000e+02;2.3446090545546716e-01;1.8438147081602529e-01;2.8317491496954966e-01;1.5775746428149887e-02;6.4893360455706792e-03;2.6264725627534700e-02;9.0014061792826857e-04;-7.3029647163196029e-03;8.5747589038801565e-03;1.3240176813912419e-03;-6.6601769460267451e-03;8.7020615624392849e-03
1.0000000000000000e+00;1.0000000000000000e+02;5.0000000000000000e+04;1.8500000000000000e+02;1.9791974569688237e-03;-1.2928696048809636e-03;4.9468619167538702e-03;1.0022601346549119e-01;5.9877143500750442e-02;1.5879178135535515e-01;-5.4324433947636989e-04;-1.5031656983793375e-03;1.6469955644309996e-04;-5.0874105447599322e-04;-1.4240496781938077e-03;1.8015234679087200e-04
1.0000000000000000e+00;2.5000000000000000e+01;1.0000000000000000e+03;1.8500000000000000e+02;4.9049742617068140e-02;-3.8203337519702035e-02;2.7073058213539830e-01;1.2362079207253476e-02;-9.8453097272424954e-03;3.8207992818779214e-02;1.5875048042109677e-04;-6.4481439690742104e-02;9.2604363573102772e-03;1.8507628092350373e-04;-6.2260309681505636e-02;9.8738622658016834e-03
1.0000000000000000e+00;5.0000000000000000e+01;1.0000000000000000e+03;1.8500000000000000e+02;3.9476626190085173e-01;1.0367508301835412e-01;7.2012251155425744e-01;2.6690680872132465e-02;-8.8828648707828139e-02;1.3115164236996626e-01;2.2140735644165664e-03;-4.9292827910555996e-02;5.5811689732152274e-02;2.0239137705408525e-03;-4.2284298413594171e-02;5.0785540906343643e-02
1.0000000000000000e+00;1.0000000000000000e+02;1.0000000000000000e+03;1.8500000000000000e+02;-6.6992796767174198e-03;-5.1133353332935297e-02;6.0701985413328420e-03;2.5108712202637018e-01;8.5345688593371397e-02;6.4177439428912209e-01;-9.1479339100574691e-03;-3.2084349046398487e-02;2.6508819202334644e-03;-9.1452624887627728e-03;-3.1030947840319758e-02;2.7155293996987944e-03
