"meta";"N_LHS";"size";"kl_dimension";"SI_E";"SI_E_lb";"SI_E_ub";"SI_D";"SI_D_lb";"SI_D_ub";"SI_FP";"SI_FP_lb";"SI_FP_ub";"SI_FN";"SI_FN_lb";"SI_FN_ub"
0.0000000000000000e+00;-1.0000000000000000e+00;1.0000000000000000e+03;2.0200000000000000e+02;-1.9320000000000000e-02;-9.2100000000000001e-02;6.0120000000000000e-02;-1.5570000000000001e-02;-8.2839999999999997e-02;6.2030000000000002e-02;3.4190999999999999e-01;2.6129999999999998e-01;4.2437999999999998e-01;5.4686999999999997e-01;4.8509999999999998e-01;6.1623000000000006e-01
1.0000000000000000e+00;2.5000000000000000e+01;5.0000000000000000e+04;2.0200000000000000e+02;-5.9596768708759980e-04;-1.6059391707802510e-02;1.1341153131049843e-02;4.2583622722098974e-01;2.5502552205504103e-01;5.7598431964537267e-01;2.6493190891139481e-04;-2.0502104860737375e-03;3.0461853248699472e-03;2.7114808601769061e-04;-2.1024660882139664e-03;3.1097929781171547e-03
1.0000000000000000e+00;5.0000000000000000e+01;5.0000000000000000e+04;2.0200000000000000e+02;6.9300358480351419e-04;-2.4683538910282520e-03;4.7422081523280420e-03;4.7341896605024503e-01;3.7427442165222952e-01;6.1160622275897680e-01;1.1049900203405950e-02;-4.1054553214981138e-03;3.6396132000365275e-02;1.1199637383106796e-02;-4.0979974726237109e-03;3.7222875404190316e-02
1.0000000000000000e+00;1.0000000000000000e+02;5.0000000000000000e+04;2.0200000000000000e+02;6.0430423680320443e-02;2.7272080929963496e-02;1.0155079391292163e-01;2.9134336328341091e-02;-3.1851997298752576e-03;6.7120512590483933e-02;-2.7208995204722353e-03;-1.3082554912035291e-02;7.5293034956089378e-03;-4.2804523009530603e-04;-8.5037648322857338e-03;8.4142477392876863e-03
1.0000000000000000e+00;2.5000000000000000e+01;1.0000000000000000e+03;2.0200000000000000e+02;1.3684348502471407e-02;-4.8278551814282963e-02;7.9113756158007406e-02;7.4680542906507841e-01;1.0646977869652002e-01;1.1071814632854204e+00;-7.0656419897787053e-03;-8.7187379628195921e-02;4.8740963523963711e-02;-7.5423799407079127e-03;-8.7990938308063538e-02;4.8159348168606508e-02
1.0000000000000000e+00;5.0000000000000000e+01;1.0000000000000000e+03;2.0200000000000000e+02;4.4384365732101907e-03;-1.8862737290717461e-02;3.0891639947101344e-02;4.9570028103223057e-01;3.1533377408968566e-01;7.1503363047114132e-01;1.2416120121741392e-02;-8.8063958767246077e-03;3.8689207099234964e-02;1.2646217453514392e-02;-7.9865291660826485e-03;3.8732171971036081e-02
1.0000000000000000e+00;1.0000000000000000e+02;1.0000000000000000e+03;2.0200000000000000e+02;3.1330269081617385e-01;-1.8509580198935127e-01;7.8882910118067917e-01;1.9184878556143051e-02;-3.0518179413702676e-02;1.0072950884689426e-01;-6.4981897272607340e-03;-2.3813958401733830e-02;5.1211601557405858e-03;-8.1982991845722802e-03;-2.5895826059068778e-02;8.2310665956018964e-03
