"meta";"N_LHS";"size";"kl_dimension";"SI_E";"SI_E_lb";"SI_E_ub";"SI_D";"SI_D_lb";"SI_D_ub";"SI_FP";"SI_FP_lb";"SI_FP_ub";"SI_FN";"SI_FN_lb";"SI_FN_ub"
0.0000000000000000e+00;-1.0000000000000000e+00;1.0000000000000000e+03;1.8000000000000000e+01;-3.6870000000000000e-02;-1.0403999999999999e-01;3.3739999999999999e-02;5.3089999999999998e-02;-7.5500000000000003e-03;1.2237000000000001e-01;-3.2210000000000003e-02;-9.8940000000000000e-02;3.7969999999999997e-02;9.0697000000000005e-01;8.9202999999999999e-01;9.2073000000000005e-01
1.0000000000000000e+00;2.5000000000000000e+01;5.0000000000000000e+04;1.8000000000000000e+01;-3.2143915853973296e-03;-1.3861374871613485e-02;7.0510991614935493e-03;6.0113346042102049e-02;5.0605274043992100e-02;6.9984417209422362e-02;-6.2579931858162338e-03;-1.6592952676768261e-02;4.0985694817597352e-03;9.2250837901067495e-01;9.2132575714512144e-01;9.2386216034502344e-01
1.0000000000000000e+00;5.0000000000000000e+01;5.0000000000000000e+04;1.8000000000000000e+01;-4.3955022952465025e-03;-1.3703873835597629e-02;6.1602292341576496e-03;6.8557653085218967e-02;5.9529005450223452e-02;7.8932098501151085e-02;-5.2372503690265495e-03;-1.4589864601228367e-02;5.4441340922085366e-03;9.1985327037697739e-01;9.1845608325673045e-01;9.2146777998741103e-01
1.0000000000000000e+00;1.0000000000000000e+02;5.0000000000000000e+04;1.8000000000000000e+01;-1.9558060243192845e-03;-1.3501428852019059e-02;8.7469794886217613e-03;7.7216778250466689e-02;6.6358213101530741e-02;8.6909827155568650e-02;-5.0566171359785845e-03;-1.6412515718757462e-02;5.2373130469557713e-03;9.1162428101317949e-01;9.1002787672081997e-01;9.1313824911189068e-01
1.0000000000000000e+00;2.5000000000000000e+01;1.0000000000000000e+03;1.8000000000000000e+01;-2.6473159784442288e-02;-1.0684850413790155e-01;5.1226165292328291e-02;3.8631194381827383e-02;-3.3270651196115213e-02;1.0999794727194252e-01;-2.6291948361889299e-02;-1.0704643767378062e-01;5.0747473837836399e-02;9.2285191617158657e-01;9.1445044543684961e-01;9.3113186644772949e-01
1.0000000000000000e+00;5.0000000000000000e+01;1.0000000000000000e+03;1.8000000000000000e+01;-3.1584434463392784e-02;-1.0948848669872846e-01;4.6924779078456574e-02;4.3884536909401965e-02;-3.0443177962959853e-02;1.2035950438100873e-01;-3.1440068921810123e-02;-1.1042576552172396e-01;4.4339907372177786e-02;9.1930419566434296e-01;9.0932118531756201e-01;9.2982383337926555e-01
1.0000000000000000e+00;1.0000000000000000e+02;1.0000000000000000e+03;1.8000000000000000e+01;-3.3321460581301254e-02;-1.0172052355356209e-01;4.2563239585733846e-02;5.8963983919666819e-02;-1.9123587225460485e-03;1.2618795004030028e-01;-3.0141065142265333e-02;-9.7415292321530580e-02;4.4311891973657758e-02;9.1078386562231328e-01;8.9862139579946065e-01;9.2173709537502413e-01
