"meta";"N_LHS";"size";"kl_dimension";"SI_E";"SI_E_lb";"SI_E_ub";"SI_D";"SI_D_lb";"SI_D_ub";"SI_FP";"SI_FP_lb";"SI_FP_ub";"SI_FN";"SI_FN_lb";"SI_FN_ub"
0.0000000000000000e+00;-1.0000000000000000e+00;1.0000000000000000e+03;4.0000000000000000e+00;-3.2649999999999998e-02;-1.0289000000000000e-01;3.4099999999999998e-02;9.5894000000000001e-01;9.5313999999999999e-01;9.6484999999999999e-01;-5.2389999999999999e-02;-1.1971999999999999e-01;1.9120000000000002e-02;-3.8039999999999997e-02;-1.0616000000000000e-01;2.7869999999999999e-02
1.0000000000000000e+00;2.5000000000000000e+01;5.0000000000000000e+04;4.0000000000000000e+00;1.7168589463497315e-02;8.2448871609023203e-03;2.9628803110120196e-02;9.6346648875608532e-01;9.6276126735542789e-01;9.6417562671663870e-01;-9.9870939851610290e-04;-1.0254656449969986e-02;1.1887952187406398e-02;1.0586340431158504e-02;1.1374382649326450e-03;2.3461182287178205e-02
1.0000000000000000e+00;5.0000000000000000e+01;5.0000000000000000e+04;4.0000000000000000e+00;1.9786091620448153e-02;8.4583133740360576e-03;2.8707238067751932e-02;9.5739707192149470e-01;9.5648475666873900e-01;9.5829450134327210e-01;6.0103986947788383e-04;-1.0387751753739025e-02;9.5923109081834813e-03;1.3817488018395075e-02;2.5360768787675053e-03;2.2802888961243748e-02
1.0000000000000000e+00;1.0000000000000000e+02;5.0000000000000000e+04;4.0000000000000000e+00;1.9510462210009863e-02;8.8003921370870125e-03;2.9019408791200955e-02;9.5959956900070742e-01;9.5881691054285600e-01;9.6041214630670158e-01;2.4476033280409928e-04;-1.0718744208964792e-02;9.2420305632065491e-03;1.2216320288388888e-02;1.2655610874736543e-03;2.1462823130294989e-02
1.0000000000000000e+00;2.5000000000000000e+01;1.0000000000000000e+03;4.0000000000000000e+00;-3.1072610658840431e-02;-9.9695099288975089e-02;3.1039780271924781e-02;9.6500807078933037e-01;9.6062790312219304e-01;9.6869139756385780e-01;-5.3682717211789438e-02;-1.2287954301542416e-01;5.3164224394966720e-03;-3.6996075422738167e-02;-1.0561256091426480e-01;2.1650455083485006e-02
1.0000000000000000e+00;5.0000000000000000e+01;1.0000000000000000e+03;4.0000000000000000e+00;-3.2161961246911043e-02;-8.9750715166054901e-02;2.6237150013163932e-02;9.5907401348843913e-01;9.5323641387456259e-01;9.6509967312756528e-01;-5.3260359096827262e-02;-1.0701828221041512e-01;5.8846616959715714e-03;-3.6250666747258707e-02;-9.0999879819107690e-02;2.2149719420751657e-02
1.0000000000000000e+00;1.0000000000000000e+02;1.0000000000000000e+03;4.0000000000000000e+00;-3.2670279658049778e-02;-1.0337728755666221e-01;3.6355338396524092e-02;9.6110666746196449e-01;9.5536226486100995e-01;9.6680813194764237e-01;-5.4500698841894513e-02;-1.2642415969449974e-01;1.4667468884792865e-02;-3.8236412525249369e-02;-1.1102642229172428e-01;3.4022011860292425e-02
