"meta";"N_LHS";"size";"kl_dimension";"SI_E";"SI_E_lb";"SI_E_ub";"SI_D";"SI_D_lb";"SI_D_ub";"SI_FP";"SI_FP_lb";"SI_FP_ub";"SI_FN";"SI_FN_lb";"SI_FN_ub"
0.0000000000000000e+00;-1.0000000000000000e+00;1.0000000000000000e+03;8.0000000000000000e+00;3.2870000000000003e-02;-2.5960000000000000e-02;9.1660000000000005e-02;4.0666999999999998e-01;3.4464000000000000e-01;4.6226000000000000e-01;2.2579999999999999e-02;-3.6979999999999999e-02;8.2439999999999999e-02;6.1060000000000003e-01;5.6130999999999998e-01;6.5720000000000001e-01
1.0000000000000000e+00;2.5000000000000000e+01;5.0000000000000000e+04;8.0000000000000000e+00;1.4839889379515298e-02;5.2523475403648623e-03;2.5225049920849837e-02;3.9353633577027669e-01;3.8671043963186885e-01;4.0159736107763000e-01;5.6995271944290000e-03;-3.8767631702717265e-03;1.6689366388128197e-02;5.8207237331305017e-01;5.7506879900675434e-01;5.8858547271709338e-01
1.0000000000000000e+00;5.0000000000000000e+01;5.0000000000000000e+04;8.0000000000000000e+00;1.4813619501176278e-02;7.0484569492047216e-03;2.5221298236028689e-02;4.0535668746528325e-01;3.9799459506560397e-01;4.1393074454119733e-01;1.1064305421736731e-02;3.0985845989372355e-03;2.1970842281347006e-02;5.7121705606759587e-01;5.6514470927743488e-01;5.7817904076495841e-01
1.0000000000000000e+00;1.0000000000000000e+02;5.0000000000000000e+04;8.0000000000000000e+00;1.3253589751904625e-02;2.8807153003052102e-03;2.4209230797490232e-02;3.8456998494259392e-01;3.7572881266766106e-01;3.9257033984800277e-01;1.2864443234409318e-02;2.7197156479286215e-03;2.3481848431820447e-02;5.9211127942353237e-01;5.8559352427820544e-01;5.9947163968687012e-01
1.0000000000000000e+00;2.5000000000000000e+01;1.0000000000000000e+03;8.0000000000000000e+00;3.4365823735780600e-02;-3.6302758355863544e-02;9.5802544164665798e-02;4.1153901767103035e-01;3.4640677652107843e-01;4.6499356832346883e-01;1.9241519902874524e-02;-5.3807464085638197e-02;8.6584382625753409e-02;6.1281274743787750e-01;5.6616063648419768e-01;6.5929334075934554e-01
1.0000000000000000e+00;5.0000000000000000e+01;1.0000000000000000e+03;8.0000000000000000e+00;3.6280259140127058e-02;-3.8875051396539788e-02;1.2005689984489390e-01;4.1834169936832399e-01;3.5675763474503291e-01;4.7905465364464384e-01;2.5423547180010064e-02;-5.3222529458653092e-02;1.0721642979178705e-01;6.0606490583902373e-01;5.5894381493591061e-01;6.4895666698452026e-01
1.0000000000000000e+00;1.0000000000000000e+02;1.0000000000000000e+03;8.0000000000000000e+00;3.0827002707049501e-02;-3.6776522478964242e-02;1.1904413416420737e-01;4.0019871405268853e-01;3.3943000060892958e-01;4.7030325160639841e-01;2.0599056126302317e-02;-4.5764335114447649e-02;1.0724092927341891e-01;6.2457780860259104e-01;5.8068978061937337e-01;6.6856424724917018e-01
