"meta";"N_LHS";"size";"kl_dimension";"SI_E";"SI_E_lb";"SI_E_ub";"SI_D";"SI_D_lb";"SI_D_ub";"SI_FP";"SI_FP_lb";"SI_FP_ub";"SI_FN";"SI_FN_lb";"SI_FN_ub"
0.0000000000000000e+00;-1.0000000000000000e+00;1.0000000000000000e+03;2.2000000000000000e+01;2.9080000000000002e-02;-2.6820000000000000e-02;8.1420000000000006e-02;3.5066999999999998e-01;2.8077999999999997e-01;4.0999000000000002e-01;-3.5249999999999997e-02;-8.9980000000000004e-02;1.4570000000000000e-02;5.3978000000000004e-01;4.9528000000000000e-01;5.8148000000000000e-01
1.0000000000000000e+00;2.5000000000000000e+01;5.0000000000000000e+04;2.2000000000000000e+01;2.8082487414506745e-02;1.7542081893824810e-02;3.7539272070782524e-02;3.3462129722695128e-01;3.2534704604339515e-01;3.4384429554092483e-01;-5.2626871599058172e-03;-1.5540276686760586e-02;3.6135038702058532e-03;6.1061691998869527e-01;6.0469938045918437e-01;6.1714956567421153e-01
1.0000000000000000e+00;5.0000000000000000e+01;5.0000000000000000e+04;2.2000000000000000e+01;4.8328977246496881e-02;3.9254731242354381e-02;5.8496686316608280e-02;4.3366599007362527e-01;4.2584671775665844e-01;4.4250456788791781e-01;-6.9107581614235606e-03;-1.5572434157233733e-02;3.4011271317834057e-03;4.9286907120526557e-01;4.8515808315078229e-01;5.0056672683115433e-01
1.0000000000000000e+00;1.0000000000000000e+02;5.0000000000000000e+04;2.2000000000000000e+01;4.5859554293455188e-02;3.5888137789035254e-02;5.6703522482954995e-02;4.0322318321537537e-01;3.9322394998372456e-01;4.1205914025857032e-01;-5.1520308485612102e-03;-1.5739945516531698e-02;6.1323751379422191e-03;5.3092767033677590e-01;5.2421274219535385e-01;5.3865758021025500e-01
1.0000000000000000e+00;2.5000000000000000e+01;1.0000000000000000e+03;2.2000000000000000e+01;1.0063367318461355e-02;-5.9276184387907223e-02;7.5766753919621191e-02;2.9444645007727110e-01;2.3281897264358567e-01;3.5342962253373605e-01;-3.1982447923610775e-02;-9.9731423310618031e-02;3.7939463994573250e-02;6.3111311458325414e-01;5.9235963208306430e-01;6.6597781464209305e-01
1.0000000000000000e+00;5.0000000000000000e+01;1.0000000000000000e+03;2.2000000000000000e+01;3.9537775178914526e-02;-2.1094272688564831e-02;1.1276995688795727e-01;3.9959921943442311e-01;3.4181100899668315e-01;4.5266958030008325e-01;-2.3018150270122304e-02;-8.9420018652216091e-02;5.4702629399313238e-02;5.0980536694718193e-01;4.7168935762914110e-01;5.6106120803911985e-01
1.0000000000000000e+00;1.0000000000000000e+02;1.0000000000000000e+03;2.2000000000000000e+01;2.6602739720451806e-02;-4.3804586999853692e-02;1.0035880574876795e-01;3.5880952723277476e-01;2.9251697195221443e-01;4.2821471983179654e-01;-2.8208606626688285e-02;-9.8232385576205186e-02;4.5054504514528276e-02;5.5119541520067616e-01;5.0276143565977505e-01;5.9102211387840708e-01
