"meta";"N_LHS";"size";"kl_dimension";"SI_E";"SI_E_lb";"SI_E_ub";"SI_D";"SI_D_lb";"SI_D_ub";"SI_FP";"SI_FP_lb";"SI_FP_ub";"SI_FN";"SI_FN_lb";"SI_FN_ub"
0.0000000000000000e+00;-1.0000000000000000e+00;1.0000000000000000e+03;1.2000000000000000e+01;5.4269999999999999e-02;-1.2300000000000000e-02;1.3211999999999999e-01;8.9422000000000001e-01;8.7929999999999997e-01;9.0710000000000002e-01;-2.5780000000000001e-02;-9.8470000000000002e-02;5.7740000000000000e-02;-1.7749999999999998e-02;-8.8980000000000004e-02;6.3729999999999995e-02
1.0000000000000000e+00;2.5000000000000000e+01;5.0000000000000000e+04;1.2000000000000000e+01;8.7061374285691731e-02;7.8504987064125356e-02;9.6787025679964778e-02;8.9098366222951664e-01;8.8915854445685516e-01;8.9297480448887423e-01;-1.0170732611139014e-03;-9.8582838098600287e-03;8.0255434614695496e-03;4.8766720612010272e-03;-3.9969705285988208e-03;1.3906005694030076e-02
1.0000000000000000e+00;5.0000000000000000e+01;5.0000000000000000e+04;1.2000000000000000e+01;6.7316578738387867e-02;5.8567954797964623e-02;7.5608657752792505e-02;9.1498232537782342e-01;9.1318169515953751e-01;9.1696770566003039e-01;-3.1631346438680402e-03;-1.2092091494997700e-02;5.4696344917392918e-03;6.8331416588655672e-03;-2.0091087122945258e-03;1.5596166004059690e-02
1.0000000000000000e+00;1.0000000000000000e+02;5.0000000000000000e+04;1.2000000000000000e+01;7.4193364859931818e-02;6.2472728932900921e-02;8.4131305474242121e-02;9.0992516633242826e-01;9.0808964857201668e-01;9.1185357146757984e-01;-3.1954797364454643e-03;-1.5429949342402749e-02;6.2474055804212086e-03;5.8204325506214464e-03;-6.2777836328658737e-03;1.5640639133882011e-02
1.0000000000000000e+00;2.5000000000000000e+01;1.0000000000000000e+03;1.2000000000000000e+01;5.7212546239943790e-02;-4.6832336443724696e-03;1.3195295356249512e-01;8.8068584586246901e-01;8.6606926967819520e-01;8.9603178388634708e-01;-2.9671906235642184e-02;-9.3594328031691695e-02;4.6432860010153572e-02;-2.6937671310742095e-02;-9.0206039326493209e-02;4.7653095586559564e-02
1.0000000000000000e+00;5.0000000000000000e+01;1.0000000000000000e+03;1.2000000000000000e+01;4.3866303587599492e-02;-3.1972964970752547e-02;1.1167590175301323e-01;9.0309096619343576e-01;8.8844400596050743e-01;9.1665755544705263e-01;-3.0772499729663439e-02;-1.0263459332394867e-01;4.2720388911282915e-02;-2.0194767564044615e-02;-9.3915996250872477e-02;5.4226976347611297e-02
1.0000000000000000e+00;1.0000000000000000e+02;1.0000000000000000e+03;1.2000000000000000e+01;4.6675939397659516e-02;-2.6400955875852679e-02;1.1927551006456166e-01;8.9990089730037282e-01;8.8486357895996792e-01;9.1191688656961378e-01;-3.0166141869134182e-02;-9.4740028455817221e-02;4.1242285563264772e-02;-2.2591216219833322e-02;-8.9030662393588422e-02;5.0624154286915211e-02
